source_name,channel_type,date,ad_spend,impressions,clicks,leads,revenue
Official Website,web,2023-07-13,7892.24,697391,47933,4408,9808.78
Email Campaign,email,2023-06-15,6152.26,541709,28953,1135,8379.0
HH.ru,job,2023-04-20,4829.04,327873,34148,3670,8035.93
Avito.ru,ads,2024-01-15,7696.72,274692,843,4187,12224.32
Facebook Ads,ads,2024-08-05,9692.42,541540,40224,667,7504.8
Official Website,web,2024-11-06,3062.86,450840,13228,62,4909.38
Telegram Channel,social,2023-10-12,2292.83,612673,40891,4450,12255.44
Facebook Ads,ads,2024-02-25,9215.94,997648,13666,1118,8118.76
Google Ads,ads,2023-04-23,7020.58,493843,45753,996,775.43
Facebook Ads,ads,2023-08-16,4941.87,384275,46172,4746,933.51
Email Campaign,email,2024-04-15,6159.34,393472,45356,220,5845.66
Official Website,web,2024-06-11,7710.53,934249,41402,4969,10492.23
VK Group,social,2024-05-10,7957.29,963334,11575,785,7407.67
Facebook Ads,ads,2023-01-31,9279.05,834481,17114,924,969.08
VK Group,social,2023-06-11,4841.59,178602,33165,4288,4851.46
Google Ads,ads,2024-12-05,3640.7,433438,41016,515,2380.18
HH.ru,job,2024-12-22,6756.98,794748,31998,3308,18998.32
VK Group,social,2024-01-13,4741.55,789807,41757,1867,6600.26
HH.ru,job,2024-03-21,6351.39,937144,38184,4198,787.94
Telegram Channel,social,2024-03-02,4779.87,174806,30644,4435,13380.98
Official Website,web,2024-11-26,2376.96,720588,17989,2247,5032.73
Facebook Ads,ads,2024-05-18,5224.84,752974,11052,2923,11551.36
Telegram Channel,social,2024-06-10,7218.26,925388,46085,3011,3439.54
Telegram Channel,social,2024-12-21,8193.55,723067,8670,270,19688.26
Word of Mouth,referral,2024-11-14,5439.94,763771,8997,719,19420.05
University Ads,ads,2024-06-15,2487.14,951069,18898,1961,13291.68
Email Campaign,email,2024-08-04,4732.19,185126,5756,2380,14290.45
HH.ru,job,2024-06-03,8076.65,379262,25446,97,8804.64
Word of Mouth,referral,2023-02-03,4715.73,850000,12293,3399,19262.5
University Ads,ads,2024-11-21,7268.78,76045,42154,3304,8762.92
Email Campaign,email,2024-05-04,5564.92,868783,5247,2744,5169.63
HH.ru,job,2024-09-11,3171.01,117560,11756,2266,2749.88
Official Website,web,2024-02-27,8165.35,521769,37312,1082,4558.44
Email Campaign,email,2024-04-12,1757.92,198719,13529,3617,11658.16
Facebook Ads,ads,2023-01-24,5724.01,68312,40415,3931,5279.29
Telegram Channel,social,2023-08-04,2880.02,576686,42291,2979,13257.86
University Ads,ads,2023-02-24,1603.59,333009,17930,2320,7952.6
University Ads,ads,2023-01-26,5526.41,636463,28864,3287,17794.02
University Ads,ads,2023-10-08,5496.06,130201,2502,3762,11390.32
HH.ru,job,2023-11-23,7362.11,959912,5742,3578,12640.78
Facebook Ads,ads,2023-07-05,7702.76,779617,18310,3979,11352.92
Email Campaign,email,2024-05-09,7550.12,753788,8018,2727,17768.59
Telegram Channel,social,2023-01-12,4686.03,205297,49002,1498,1736.68
Facebook Ads,ads,2024-10-02,6685.21,613100,17576,1668,1813.3
Word of Mouth,referral,2024-03-09,6192.51,901900,21161,2077,14183.93
Official Website,web,2023-07-27,4794.06,931004,32991,2625,15475.3
VK Group,social,2023-05-13,6374.91,847783,30529,3027,8954.99
Facebook Ads,ads,2023-12-05,9525.23,153618,28270,1141,7369.95
Word of Mouth,referral,2023-07-15,2736.04,194125,38665,2197,5919.93
Telegram Channel,social,2023-09-19,9151.95,50526,33470,280,5070.7
VK Group,social,2023-10-09,1481.1,221650,20315,1606,18283.19
VK Group,social,2024-01-04,3775.5,114374,48177,3536,6255.22
Facebook Ads,ads,2023-04-13,3593.31,258030,41364,4389,13137.54
University Ads,ads,2024-09-23,6637.29,441369,3328,375,15848.35
Avito.ru,ads,2023-07-02,2181.02,10229,27835,2541,928.35
Telegram Channel,social,2024-02-27,8941.13,454854,9543,12,1160.55
University Ads,ads,2023-01-09,8456.96,165797,39376,3061,6996.18
Telegram Channel,social,2024-07-10,6868.59,961181,31811,793,14072.31
Avito.ru,ads,2023-09-01,5125.72,742616,44777,2221,5585.57
Official Website,web,2024-09-15,9396.6,191201,11575,4493,528.92
Avito.ru,ads,2024-07-20,8476.72,41879,36157,1042,6118.88
Google Ads,ads,2024-01-28,5493.84,485770,39864,2069,2257.55
Facebook Ads,ads,2024-06-10,7316.86,893086,4944,4179,4778.56
Facebook Ads,ads,2023-02-06,6102.37,407933,41745,247,6997.21
Word of Mouth,referral,2023-06-27,6291.48,487326,37103,3893,2997.12
University Ads,ads,2024-09-30,3978.78,88771,24730,3189,14274.11
Word of Mouth,referral,2024-09-20,5158.76,801621,19696,1995,5490.44
Google Ads,ads,2023-03-13,1703.09,923461,20653,1472,13391.35
Avito.ru,ads,2023-12-18,4216.14,621147,36074,881,12181.14
Facebook Ads,ads,2024-09-14,7262.46,492217,29768,1231,18011.89
HH.ru,job,2023-05-29,9578.94,242850,44015,1676,2214.7
Avito.ru,ads,2024-11-27,9667.58,655671,15264,3446,4684.86
Avito.ru,ads,2023-04-15,6001.51,611796,17125,1666,17370.98
Google Ads,ads,2024-10-20,6459.6,901930,4939,1141,16531.56
Official Website,web,2023-08-09,2671.49,142937,39037,1981,4246.06
Telegram Channel,social,2024-01-09,7257.77,501818,7755,820,2600.85
Google Ads,ads,2024-06-01,1635.93,131389,47638,65,17196.71
Telegram Channel,social,2023-09-17,3562.17,767389,46760,3533,3973.69
Facebook Ads,ads,2023-10-26,7015.27,496719,161,2672,17486.64
Google Ads,ads,2023-02-11,3792.79,407756,33360,3289,19241.74
Telegram Channel,social,2024-05-06,1448.62,198513,30764,1543,4805.73
Word of Mouth,referral,2024-03-14,8486.83,773961,23306,4021,16887.56
Google Ads,ads,2023-02-16,3792.97,743360,17623,943,8764.71
Facebook Ads,ads,2023-03-26,1567.95,702942,21974,672,15881.18
Google Ads,ads,2024-11-16,1673.09,89132,6894,3855,8444.21
Facebook Ads,ads,2023-02-27,3265.83,261894,17739,3033,1872.71
Google Ads,ads,2024-12-11,2602.14,237993,35363,2687,14397.56
Telegram Channel,social,2023-07-28,7968.7,90922,42061,153,3438.43
Official Website,web,2023-09-05,3895.16,947410,1225,3285,18576.99
Email Campaign,email,2023-07-30,8242.26,424018,20365,4334,8646.05
Telegram Channel,social,2023-02-08,2564.61,475570,11836,249,2099.0
University Ads,ads,2023-09-09,5435.91,74761,34014,2014,4955.36
VK Group,social,2024-10-04,7192.33,67276,14902,3779,17319.09
Official Website,web,2024-02-17,6867.92,247538,49510,4256,6761.17
Word of Mouth,referral,2024-03-21,6410.16,375937,14321,3406,17198.4
Avito.ru,ads,2023-02-21,9323.39,638677,3949,812,3859.59
Telegram Channel,social,2024-01-09,3056.73,739933,22914,362,9630.25
Google Ads,ads,2024-06-09,5443.47,604009,46867,1984,17626.06
Telegram Channel,social,2023-06-05,8955.93,46994,4716,1143,1443.89
HH.ru,job,2024-06-25,1701.04,886448,24664,4571,6433.41
Official Website,web,2023-03-31,1502.99,128569,815,1073,18242.11
Email Campaign,email,2024-11-09,3099.72,17692,34511,1405,12132.26
Word of Mouth,referral,2023-12-17,6697.19,461612,223,1558,14466.53
HH.ru,job,2023-03-10,3338.92,136728,18257,1540,16921.5
Facebook Ads,ads,2023-06-12,2712.16,947503,25597,62,10710.13
HH.ru,job,2023-08-30,5129.22,737701,2277,3161,16984.64
Telegram Channel,social,2024-05-09,6522.38,930661,17987,2796,12955.91
Word of Mouth,referral,2024-01-18,3237.02,438089,46911,1154,13870.18
Telegram Channel,social,2023-02-21,3706.22,441160,15209,2122,3480.66
Facebook Ads,ads,2024-10-15,6522.03,961265,38529,305,18810.87
Avito.ru,ads,2023-03-04,9511.65,875673,26528,2999,16023.64
Word of Mouth,referral,2024-05-23,7072.68,881448,2224,4752,5456.82
Avito.ru,ads,2023-10-19,8046.14,239565,36122,1590,11809.9
Official Website,web,2023-04-01,4301.29,172750,2513,2435,7841.09
Official Website,web,2024-10-25,3450.29,364379,20871,2637,13377.84
Avito.ru,ads,2024-02-28,5088.41,495746,6189,4815,19878.06
Official Website,web,2024-10-30,8264.2,105106,5933,4172,1392.05
Word of Mouth,referral,2023-12-31,5106.7,422498,15848,1603,19074.21
Google Ads,ads,2023-05-30,8620.53,458224,49408,519,1911.63
University Ads,ads,2023-09-28,9898.95,809225,42183,1901,9484.91
Official Website,web,2024-08-03,1648.24,167614,21487,1471,9901.13
Official Website,web,2023-04-26,1408.69,96169,5853,2009,5740.13
Telegram Channel,social,2024-12-04,2346.31,443030,14238,1980,11550.64
Avito.ru,ads,2024-05-30,4459.33,925361,39121,1561,16762.3
VK Group,social,2024-08-09,2179.38,812069,1802,3861,6232.26
Email Campaign,email,2023-08-29,8835.98,619619,34533,111,1872.9
HH.ru,job,2023-01-30,1208.32,890490,21873,1470,12829.53
Official Website,web,2023-05-23,3842.13,609062,12525,2856,15159.03
HH.ru,job,2023-11-22,2662.25,402623,38675,743,19113.2
Word of Mouth,referral,2024-11-25,9383.85,758045,18595,3102,3610.73
VK Group,social,2023-01-16,7025.33,977261,20198,2444,18076.52
Email Campaign,email,2023-04-21,9208.27,519270,7083,542,9901.41
Avito.ru,ads,2024-12-13,9750.96,905854,21594,101,5097.29
University Ads,ads,2023-04-17,5473.88,320323,11316,1829,19273.6
Email Campaign,email,2024-01-14,3108.87,655458,45095,1166,5149.37
Email Campaign,email,2023-06-11,2743.56,412472,2497,4944,14802.16
University Ads,ads,2023-10-10,3006.27,64947,26870,514,15805.29
Google Ads,ads,2023-09-26,7377.34,928021,38322,4946,8895.12
Avito.ru,ads,2024-04-28,1364.01,659622,16285,4792,13954.7
Telegram Channel,social,2024-10-28,1462.25,219033,28301,2205,11663.3
HH.ru,job,2023-03-14,6473.29,621426,11201,943,4244.64
Official Website,web,2023-07-16,6778.51,811108,49133,1265,15317.81
Email Campaign,email,2023-08-31,6987.37,980463,4602,893,18596.31
Word of Mouth,referral,2024-08-20,4346.92,413997,443,3246,10028.44
University Ads,ads,2023-09-16,8253.5,356336,13039,4419,19889.05
HH.ru,job,2023-05-29,5802.62,255573,1644,2714,8845.32
VK Group,social,2024-01-25,1949.19,372756,16050,4069,9854.86
University Ads,ads,2024-02-20,8173.89,74758,4096,4328,13641.0
VK Group,social,2024-03-01,9577.61,691038,30645,4521,4122.52
Avito.ru,ads,2024-12-02,1540.33,473544,48887,2119,18087.95
Email Campaign,email,2023-08-05,4522.16,59962,23332,4729,16124.82
Word of Mouth,referral,2023-03-27,5387.64,218563,24714,2433,17512.14
Official Website,web,2023-08-04,2318.24,317672,30115,2656,12386.39
VK Group,social,2024-02-27,8809.38,149340,37250,4510,17733.09
HH.ru,job,2023-11-16,3557.35,946197,40914,1288,13759.46
Google Ads,ads,2023-04-28,8047.08,116212,5086,399,10475.44
Avito.ru,ads,2024-02-19,7038.95,166673,13049,1658,18669.92
Google Ads,ads,2024-08-21,6382.41,211047,19907,775,9074.54
Avito.ru,ads,2023-02-09,2729.29,582427,9320,357,10261.11
Telegram Channel,social,2023-06-10,2986.33,678587,335,3583,3806.1
HH.ru,job,2024-12-03,1426.14,315845,8093,1355,18979.35
Google Ads,ads,2024-06-20,3166.41,236125,25644,3015,4810.53
Word of Mouth,referral,2024-02-24,4108.99,105238,14936,2574,4427.61
Email Campaign,email,2024-10-25,8498.31,81925,5324,339,2473.29
University Ads,ads,2023-04-05,4297.53,334569,17714,3544,9340.51
Official Website,web,2024-03-17,7791.6,497327,33106,3803,5835.48
Email Campaign,email,2024-07-11,4954.98,906156,26530,983,14945.23
Email Campaign,email,2024-10-11,8063.81,579517,21408,1255,6496.67
Avito.ru,ads,2024-04-10,9786.44,881910,151,2247,14555.02
Word of Mouth,referral,2023-10-15,3158.57,231000,26831,2629,4321.24
Avito.ru,ads,2024-11-06,8761.07,821700,9672,214,4984.33
Facebook Ads,ads,2024-02-16,6596.42,480992,1156,2269,16220.4
VK Group,social,2024-02-04,8355.65,72448,24697,4194,7736.32
Official Website,web,2024-06-11,6864.27,207940,8598,3012,2679.59
VK Group,social,2023-01-18,4815.55,938733,45166,372,19247.37
University Ads,ads,2023-05-16,3052.67,317436,46818,3452,3959.15
Facebook Ads,ads,2024-04-08,1630.32,540588,24093,341,3428.84
HH.ru,job,2023-09-05,5819.67,224266,19093,2978,7488.45
University Ads,ads,2024-12-10,9912.93,574222,12585,4813,2364.86
University Ads,ads,2023-01-01,7642.38,166892,3700,431,3534.52
Telegram Channel,social,2024-12-02,3946.11,338017,18449,772,17005.67
Official Website,web,2024-01-16,8444.84,963566,46223,2793,3844.38
Avito.ru,ads,2024-05-23,7920.86,760802,46364,2767,2672.82
Word of Mouth,referral,2024-04-04,3534.72,976992,6632,258,17659.17
VK Group,social,2024-05-19,1128.77,940949,45706,3556,9154.03
University Ads,ads,2024-04-20,2063.46,536155,36446,492,3564.68
VK Group,social,2024-07-10,8895.76,104117,38429,3485,11839.59
VK Group,social,2023-02-01,8529.07,469246,35411,3868,1309.36
HH.ru,job,2023-04-28,3656.88,145714,49756,3242,8833.96
Official Website,web,2023-07-03,3566.76,926662,21568,2305,12011.12
Official Website,web,2023-07-10,8135.78,112190,42362,4424,19163.84
Google Ads,ads,2024-12-28,9439.64,542640,39175,3021,6866.06
Email Campaign,email,2023-03-15,8012.24,667396,36482,709,15418.5
Official Website,web,2024-09-14,6450.21,729452,13239,4636,3087.65
VK Group,social,2023-04-13,3184.04,549010,38010,4101,8954.86
Avito.ru,ads,2024-08-08,5731.73,844756,4906,3837,4851.13
VK Group,social,2024-02-24,3101.61,157258,49758,1957,10103.12
Avito.ru,ads,2024-04-17,8272.1,855517,29457,3871,8636.02
Google Ads,ads,2023-04-24,4482.65,380147,44701,1377,19605.81
Avito.ru,ads,2024-01-14,8503.27,924933,7711,132,18391.21
Official Website,web,2023-11-09,4434.48,783608,27004,759,11853.02
HH.ru,job,2023-11-26,8417.34,101487,11306,4424,3941.94
Avito.ru,ads,2023-12-05,3999.86,199969,32050,1607,11360.66
VK Group,social,2023-08-26,4961.19,798713,1807,595,15945.6
Word of Mouth,referral,2023-06-22,6539.4,106231,8593,553,1241.53
Official Website,web,2023-03-20,1632.59,269965,8609,2210,8963.57
Word of Mouth,referral,2024-04-08,9533.86,446044,22390,2713,1331.61
Facebook Ads,ads,2024-08-27,6162.45,929105,19439,24,5257.18
Facebook Ads,ads,2024-05-15,5570.38,448003,19411,1476,2296.24
VK Group,social,2024-07-15,8554.55,906408,48275,3385,19231.28
Facebook Ads,ads,2023-10-12,8791.86,928803,2820,254,3792.16
Email Campaign,email,2023-08-11,5700.34,68054,35890,2624,3427.03
Google Ads,ads,2024-08-15,9345.36,418010,8968,908,19455.07
Official Website,web,2023-09-23,1582.64,367828,15849,1488,10561.36
Word of Mouth,referral,2024-10-28,2019.03,647340,49630,1392,15280.71
VK Group,social,2024-01-08,6371.09,194391,24892,61,6882.64
Email Campaign,email,2023-08-21,4186.59,157098,11992,2068,10890.78
VK Group,social,2023-08-24,5178.03,893065,27572,4928,633.65
Email Campaign,email,2024-11-01,3952.71,945934,22542,2284,8471.96
Facebook Ads,ads,2023-11-10,4642.53,975289,23902,2171,11324.25
Facebook Ads,ads,2024-01-15,8403.82,635473,12821,3618,10531.0
Avito.ru,ads,2024-09-05,6341.29,949362,4951,613,8413.48
Telegram Channel,social,2024-07-16,9976.1,388649,35857,4053,15864.2
VK Group,social,2024-02-24,8081.91,356262,36698,4698,10282.0
Avito.ru,ads,2023-02-21,3463.0,406548,28332,3502,12904.35
Official Website,web,2024-12-21,3379.11,699231,38271,3008,4100.11
Avito.ru,ads,2024-10-04,4023.08,471929,26182,3602,17299.25
University Ads,ads,2024-05-23,8589.34,169242,39718,1014,7575.31
Facebook Ads,ads,2023-07-24,1245.59,644258,25966,3138,9901.02
University Ads,ads,2024-12-31,3071.63,522719,2039,3144,7367.8
VK Group,social,2023-09-14,9144.27,73455,32089,1821,17892.19
Word of Mouth,referral,2023-07-04,6759.07,499355,23809,4830,18064.43
Word of Mouth,referral,2023-05-25,3041.62,634769,7815,824,4873.54
Official Website,web,2024-11-20,2972.3,519098,8527,541,15177.93
Avito.ru,ads,2023-01-14,8763.56,227493,42843,768,2506.23
Word of Mouth,referral,2023-09-03,9043.82,310953,37063,15,1082.08
Email Campaign,email,2023-07-06,3305.18,105264,2886,594,16813.39
Email Campaign,email,2023-12-03,4784.59,739623,14554,4724,3057.97
Official Website,web,2023-09-16,8511.36,876500,1477,3686,3518.26
Google Ads,ads,2023-02-09,7939.07,574116,35623,1544,12328.47
Facebook Ads,ads,2024-08-23,8325.24,363325,30907,4902,16426.99
Avito.ru,ads,2024-09-28,5665.58,55329,18567,1494,4197.22
VK Group,social,2024-02-22,9203.94,204278,37277,4461,2726.75
HH.ru,job,2023-12-17,3933.56,165780,12387,2276,2007.79
HH.ru,job,2023-01-09,2410.05,485399,48767,2424,984.51
HH.ru,job,2023-12-16,7378.59,812388,12938,4994,2771.34
Word of Mouth,referral,2023-03-25,5854.19,508488,32165,570,18882.49
Google Ads,ads,2024-06-16,8691.27,749332,39438,4469,2358.01
Google Ads,ads,2023-12-24,1730.43,860188,37480,1423,12152.4
Avito.ru,ads,2024-01-13,8593.23,113250,27376,1328,18458.84
Avito.ru,ads,2023-06-21,3639.65,877036,48967,2562,12742.49
Google Ads,ads,2023-01-25,6893.7,622033,36972,2870,1138.54
Official Website,web,2024-01-28,1361.16,220340,10622,1087,12130.07
Avito.ru,ads,2023-04-13,6486.23,597097,48672,2876,18109.77
Official Website,web,2024-12-02,7455.45,622252,29232,1844,6789.9
University Ads,ads,2023-08-24,4318.75,538377,40525,2536,6615.74
Email Campaign,email,2024-02-14,2938.7,827220,5578,731,5352.84
Facebook Ads,ads,2024-07-02,5838.68,627247,28437,1254,10358.12
Avito.ru,ads,2023-11-28,8498.72,501877,5125,1355,5139.89
Google Ads,ads,2024-10-25,3911.93,89535,7864,4686,14613.88
Email Campaign,email,2024-06-15,3272.22,507025,2212,755,13074.8
Email Campaign,email,2024-10-10,3510.42,260180,3600,887,8315.09
Telegram Channel,social,2023-01-29,9542.19,608766,29626,143,14589.82
Google Ads,ads,2024-06-26,4233.49,419056,31621,4823,2420.68
Facebook Ads,ads,2023-01-19,1032.44,668610,38855,1057,15115.8
Google Ads,ads,2023-05-28,8035.13,792591,40492,2434,12256.71
Avito.ru,ads,2024-04-15,7293.47,590002,28907,2709,12786.62
VK Group,social,2024-05-05,2157.11,208866,9301,1472,1760.94
University Ads,ads,2023-10-10,9864.14,248478,18113,1357,12553.63
Official Website,web,2024-11-05,6472.56,783858,11411,1374,10135.38
VK Group,social,2023-04-23,5507.02,881790,30727,1241,9974.32
University Ads,ads,2024-03-30,4439.97,788816,15047,4271,6776.14
VK Group,social,2024-10-23,9088.05,876469,9141,3715,648.47
Official Website,web,2023-11-26,3195.67,65509,6360,4092,8741.43
Word of Mouth,referral,2023-09-12,3571.92,807200,23406,1589,8317.87
Google Ads,ads,2024-08-21,2101.7,396895,43927,3429,8744.71
VK Group,social,2024-02-03,7832.07,598972,23650,2027,12433.88
Avito.ru,ads,2024-09-01,6359.94,917266,26715,4027,6348.17
Facebook Ads,ads,2024-05-22,6481.6,391822,11527,3047,5752.98
HH.ru,job,2024-10-05,2966.23,975503,33346,771,10206.73
Avito.ru,ads,2024-04-10,6860.52,28167,34178,3982,12050.19
Official Website,web,2024-02-11,7889.13,715605,12923,4754,11562.9
Facebook Ads,ads,2024-08-31,4221.0,266051,31313,4656,17692.01
Avito.ru,ads,2023-04-08,8212.12,227524,18627,608,15498.31
Email Campaign,email,2023-10-17,4139.12,320649,33281,2212,1517.7
Google Ads,ads,2024-10-18,7823.25,801549,27307,3753,11487.77
Facebook Ads,ads,2023-06-05,1303.57,837138,4036,426,8647.38
Email Campaign,email,2023-06-11,5960.48,796158,24671,3443,7540.5
Avito.ru,ads,2024-09-15,9725.74,413549,17878,3427,19178.97
University Ads,ads,2024-11-27,9831.2,763198,18774,2574,9407.52
Telegram Channel,social,2024-12-17,3535.77,811354,49890,1092,14528.98
University Ads,ads,2023-04-07,4972.59,356197,44504,597,19358.2
Google Ads,ads,2024-01-12,1566.8,592149,14474,4877,3444.5
Facebook Ads,ads,2024-07-20,8860.07,952821,30692,2817,1565.02
Facebook Ads,ads,2024-03-25,6117.15,212728,49604,3668,6615.59
Google Ads,ads,2023-04-27,4465.91,536765,44208,2233,1366.66
Email Campaign,email,2024-08-27,2014.94,883310,15417,4427,2776.91
Telegram Channel,social,2024-12-16,9520.91,278281,29281,2193,19838.34
Avito.ru,ads,2024-05-20,5771.97,307788,11880,2031,19223.49
Official Website,web,2023-07-08,3546.35,108346,16623,4785,13980.21
University Ads,ads,2024-04-20,4151.94,138823,41311,3623,15183.25
University Ads,ads,2023-11-19,3436.27,441813,8960,2379,3239.6
HH.ru,job,2024-08-18,6416.29,783489,20502,1369,12107.09
Telegram Channel,social,2023-06-29,9369.67,149667,23376,790,3511.05
Official Website,web,2023-06-30,8710.24,166974,7342,1546,7878.53
University Ads,ads,2024-11-23,5143.43,56261,27621,180,7234.23
Official Website,web,2023-10-14,8438.49,905144,1152,4234,12472.23
Avito.ru,ads,2024-04-19,4807.95,622554,15500,2737,2054.02
Facebook Ads,ads,2024-09-09,3270.76,377297,20047,4502,2517.51
Official Website,web,2024-10-02,9850.74,934190,25799,2118,12393.67
University Ads,ads,2023-09-19,3734.99,184181,34211,1668,12904.29
Email Campaign,email,2024-06-06,3913.52,597327,17053,1805,7127.71
Telegram Channel,social,2023-06-11,9907.24,69737,29494,2795,3363.99
Google Ads,ads,2024-05-01,2205.35,717162,16362,406,17778.56
VK Group,social,2023-06-30,7844.81,366793,4016,813,1532.5
Word of Mouth,referral,2024-12-25,9422.31,784393,9292,3014,14488.82
Word of Mouth,referral,2024-04-13,5606.15,762822,35791,3779,3230.87
VK Group,social,2023-01-21,1022.7,222269,43296,3299,12928.79
Official Website,web,2023-10-02,4375.53,584317,37413,664,13441.29
